scientificName,n_records,latitude_median,elevation_median,lat_q05,lat_q95,lat_range_q05_q95,elev_q05,elev_q95,elev_range_q05_q95,bio4_detrended_median,bio4_detrended_q05,bio4_detrended_q95,bio4_detrended_range_q05_q95,median_doy_clean,global_lat_alpha,global_lat_beta,expected_doy_at_median_lat,lat_standardized_doy_index,start_lat,start_doy,lat_beta,elev_beta,hopkins_lat_slope,hopkins_elev_slope,lat_r2,lat_elev_r2,hopkins_lat_elev_rmse
Acer saccharum,390,43.143737504650005,155.4115569535492,38.413425992464994,46.388944412594995,7.975518420130001,20.832936500292355,413.95658895613576,393.1236524558434,-55.42301181514496,-159.76952983502545,103.77545603654877,263.5449858715742,118,53.24371658323815,1.1194930128859681,101.54282926948012,16.457170730519877,43.143737504650005,117.07330727554236,3.198014087324831,0.017273398086883513,4,0.03278688524590164,0.4604709044941588,0.4988649832323541,8.52668543738249
Acer spicatum,84,45.039240500000005,220.53790498604377,42.140729677375,47.385810128485,5.245080451109999,24.76350687168011,990.7325858805178,965.9690790088378,-94.86274826735581,-168.281983436482,91.9538089949381,260.2357924314201,126.5,53.24371658323815,1.1194930128859681,103.66483162867887,22.83516837132113,45.039306,125.6708208719478,1.7168946850044655,0.02031485021557143,4,0.03278688524590164,0.16122584258213837,0.3574600675617496,9.663181932942837
Aesculus glabra,225,39.7212546788,243.64949842292052,30.51021844446,44.89041748043999,14.380199035979992,119.5016850208884,448.3613111195279,328.8596260986395,-40.42081946387644,-129.9412690439357,40.89581474183194,170.83708378576765,91,53.24371658323815,1.1194930128859681,97.71138365921882,-6.711383659218825,39.7212546788,95.06629999380192,3.6748411223801134,0.02751493498880696,4,0.03278688524590164,0.5766194352865978,0.5973851233236677,10.818434484266673
Aesculus hippocastanum,524,51.54368031505,77.72122940148428,43.172543116929994,55.929743298290006,12.757200181360012,6.012727492190619,371.60270766411605,365.58998017192545,-619.1195608696527,-806.9734276060983,-61.29862201231951,745.6748055937788,97.5,53.24371658323815,1.1194930128859681,110.94650655436463,-13.446506554364632,51.537965811,98.49532918481525,-0.6368226510663927,0.021166741773614918,4,0.03278688524590164,0.018749969987309642,0.04762674175881927,23.20873798916454
Aesculus pavia,173,30.7005,128.55976742443153,29.52460243406,36.79486066194,7.270258227879999,7.052222000222175,506.72221007094754,499.66998807072537,-28.270487967512643,-120.36715516551027,29.90616293298719,150.27331809849747,62,53.24371658323815,1.1194930128859681,87.61271182534381,-25.61271182534381,30.7005,54.499695511525964,4.333778490962249,0.0566215626412695,4,0.03278688524590164,0.29205837972850474,0.44419068715133714,16.519937867733837
Ailanthus altissima,678,40.770878295399996,91.28509991383504,35.494901056505,48.21995508305,12.725054026545003,0.8154857031404369,820.2777599192402,819.4622742160998,-73.30659376839412,-502.5888787447029,2.173148604762631,504.76202734946554,116.5,53.24371658323815,1.1194930128859681,98.88642996416262,17.613570035837384,40.770878295399996,110.82632329671644,1.3356647820351777,-0.001398459518587762,4,0.03278688524590164,0.10410430817116668,0.10498963206399348,19.160829698497004
Alnus alnobetula,449,48.787285667,333.3266201104904,44.379573782,61.168649066680004,16.789075284680003,3.300268106525429,1798.4475067016406,1795.1472385951151,-213.598649195191,-753.5825832560301,96.49269818141616,850.0752814374463,143,53.24371658323815,1.1194930128859681,107.86074200511638,35.13925799488362,48.78439950015,138.8466712678446,0.3999974958483535,0.008906322111729986,4,0.03278688524590164,0.022444358614229908,0.11524802173116279,26.713570378852438
Alnus glutinosa,502,53.17137133335,116.77443069897097,43.016954018045,59.83476025643999,16.817806238394994,2.0785993371785167,409.1149315951464,407.0363322579679,-477.63529074433376,-792.1165264964675,-68.96331018304897,723.1532163134185,115.5,53.24371658323815,1.1194930128859681,112.76869527648873,2.731304723511272,53.1418483333,108.13979743304458,1.5466136313995247,0.03246291072972281,4,0.03278688524590164,0.10520899965187942,0.13828169608411028,21.52638923100591
Alnus incana,402,47.426751969950004,178.18762460634926,42.07825908686,60.197235070465,18.118975983604997,10.202302406073338,1027.4535027844152,1017.2512003783418,-142.27661914853104,-452.4666800323176,77.5051750168328,529.9718550491503,126,53.24371658323815,1.1194930128859681,106.33763403747301,19.66236596252699,47.426751969950004,124.39051952629336,0.2858073047258537,0.006731186910401302,4,0.03278688524590164,0.01896779385065326,0.04880287675835602,29.502648967129144
Alnus rhombifolia,84,36.501996829250004,263.5257674629457,33.742997957165,40.078993289295,6.335995332129997,47.75115179396208,1282.4935908090208,1234.7424390150588,-433.49395960024583,-602.531592707867,-180.05295352877252,422.47863917909456,57,53.24371658323815,1.1194930128859681,94.10744698996929,-37.10744698996929,36.501996829250004,48.99559446418525,-0.2783563567897298,0.023219618829120946,4,0.03278688524590164,5.248112159529158e-4,0.07315933074615633,31.227123234410122
Alnus rubra,319,48.4946528826,49.08003924114496,44.96080661848,49.681171946170004,4.720365327690004,3.870701712640633,437.12943120802686,433.2587294953862,-624.1870094350043,-740.3565192663963,-540.1998632384461,200.15665602795013,90,53.24371658323815,1.1194930128859681,107.53314164763921,-17.533141647639212,48.4776460187,83.85112676752809,1.3734578172304703,0.04800658612761632,4,0.03278688524590164,0.005520336872586027,0.13518014990122312,24.78349620337602
Alnus serrulata,91,35.6477547222,103.27166273202428,30.0021463889,42.45308327305,12.450936884149996,1.2503779330295852,690.9313660051243,689.6809880720948,-57.418697249413825,-188.85979440367845,11.662119468524196,200.52191387220265,84,53.24371658323815,1.1194930128859681,93.15112891981383,-9.151128919813829,35.6477547222,70.77322270927536,6.086280577898866,0.03455484666244696,4,0.03278688524590164,0.45470405747906456,0.4998756157890957,26.158040014142117
Amelanchier alnifolia,477,51.0083351135,1018.7219513184252,47.3752260837,53.52026278008,6.145036696380004,81.35873087923672,1241.9141075004582,1160.5553766212215,-271.7896928379364,-587.1485998314772,141.17413604362008,728.3227358750974,120,53.24371658323815,1.1194930128859681,110.34719134174739,9.65280865825261,51.0013555556,124.42777906318763,2.762306473136693,0.004011203262981876,4,0.03278688524590164,0.13507060873004695,0.1470075094999594,17.394099750371655
Amelanchier arborea,1025,38.9766769409,206.3665646529966,33.82343230666,45.3278892,11.504456893339999,12.288067846592163,540.201101021272,527.9130331746799,-65.29699210326486,-184.4472357836105,46.76326480583409,231.2105005894446,100,53.24371658323815,1.1194930128859681,96.87783408408933,3.1221659159106707,38.9766769409,97.95972315355995,4.669830511984406,0.011218436862688332,4,0.03278688524590164,0.7843206074123743,0.7926845542568747,10.411510996900658
Amelanchier laevis,88,44.0299200984,207.33934542982297,35.72129320537499,46.974598822915,11.253305617540008,4.714026293684549,1040.078244321634,1035.3642180279494,-64.95420263602863,-182.30576722576558,91.6154571239503,273.9212243497159,121.5,53.24371658323815,1.1194930128859681,102.5349044913244,18.965095508675603,43.9421883333,123.62074937882213,2.019312762447902,0.01638475840055212,4,0.03278688524590164,0.333612942168649,0.47435280553199444,8.858922915327666
Amelanchier ovalis,301,46.5123704482,632.345808853167,42.317,48.1255028333,5.808502833299997,204.72864834961717,1445.1461325790847,1240.4174842294674,-482.10729327107504,-555.9127303160977,-373.34720080151124,182.5655295145865,113,53.24371658323815,1.1194930128859681,105.31399031276183,7.686009687238169,46.4852791752,112.15933714590915,0.9546375830991971,0.029883324842235034,4,0.03278688524590164,0.010087474982699856,0.4343459181824553,13.979248020089194
Amelanchier spicata,110,55.7756275209,142.46407152476547,52.498788866,57.80103156172,5.302242695720004,76.58365733769894,238.08920239422258,161.50554505652366,-210.47848353619736,-401.13464978927993,-60.04612916886313,341.08852062041683,122,53.24371658323815,1.1194930128859681,115.68414188221601,6.315858117783989,55.7275902204,124.39512457150946,0.5122485228089612,0.005678429787642478,4,0.03278688524590164,0.013501771391010742,0.01506934701191619,8.796588036099505
Apocynum cannabinum,80,40.88075666665,176.4862191890884,35.90923917925,44.33934473753,8.430105558279998,2.8411966549694374,1137.8358579327303,1134.9946612777608,-46.60690660907048,-182.98563978181912,11.648182375723902,194.63382215754302,120,53.24371658323815,1.1194930128859681,99.00943803304429,20.99056196695571,40.88998,121.26117307666385,2.8487849996707704,0.0030808129832641386,4,0.03278688524590164,0.2959644415047575,0.3044589218550035,14.134516871124301
Aralia elata,181,40.7467622545,62.524617482681094,38.71227,43.0588295206,4.346559520600003,9.114624035920006,316.46422138224517,307.34959734632514,-56.75312080231831,-127.5549452976254,120.0322215456777,247.5871668433031,107,53.24371658323815,1.1194930128859681,98.8594322248766,8.140567775123401,40.7467622545,106.57768322727586,3.289616503018645,0.01647578093982436,4,0.03278688524590164,0.086762040888498565,0.10455075686926114,13.21764328520355
Aralia nudicaulis,745,44.3950833333,191.7326082245044,40.731099774940006,53.49930382596,12.768204051019993,15.474199889054953,721.2791415669783,705.8049416779234,-81.21686077271693,-224.2641972232896,90.13263195603606,314.39682917932566,125,53.24371658323815,1.1194930128859681,102.94370218135779,22.056297818642207,44.40122981665,125.70920754030406,1.9537547403022564,0.006587189861163974,4,0.03278688524590164,0.36864812297521776,0.3890768779793627,15.714545535726895
Aralia spinosa,434,36.495822835,103.27424467141594,30.432349325155002,40.317546002155,9.885196676999996,1.9335242115420619,658.4275298939808,656.4940056824388,-54.31788176656046,-199.94077363350655,16.41382582752169,216.35459946102824,93,53.24371658323815,1.1194930128859681,94.10053524654481,-1.1005352465448084,36.4798408002,92.15028706392349,4.211879097646729,0.01693732503951387,4,0.03278688524590164,0.32974617417098506,0.36911887737928323,17.19854279308672
Aria edulis,122,48.083037636,477.0308759866942,42.11379452099,53.531318300185,11.417523779195001,11.237310362831886,1397.074965965244,1385.837655602412,-511.8615485658447,-753.9558877656359,-420.3912530911842,333.5646346744517,120.5,53.24371658323815,1.1194930128859681,107.07234125507318,13.427658744926816,48.0827864387,118.83889659472105,-0.9091693717274743,0.031630680682380584,4,0.03278688524590164,0.05319732039308668,0.45283224883660816,12.924462140790668
Asimina parviflora,263,32.76452,102.18978209709088,29.75621099997,35.64739647592,5.891185475949996,3.7988940612404165,314.7810560402489,310.98216197900854,-65.61485327333097,-153.67004189599785,-2.8646042950459703,150.80543760095188,85,53.24371658323815,1.1194930128859681,89.92336779380071,-4.923367793800708,32.7645325,84.55197516127392,4.764422742700109,0.004962136149784164,4,0.03278688524590164,0.29910935319734766,0.3002363939619193,13.209404013030658
Asimina triloba,2148,38.867108212350004,178.92814569840857,34.657312361115004,41.661092916645,7.00378055553,6.69929080544526,367.66308540082684,360.96379459538156,-49.13093656020676,-160.07515444107455,19.68939685915487,179.7645513002294,108,53.24371658323815,1.1194930128859681,96.7551726580468,11.244827341953197,38.8614666667,109.89518765569528,4.651511974687109,0.015303181270979032,4,0.03278688524590164,0.49803672748548505,0.5190830172660551,9.324126306090156
Berberis thunbergii,511,41.438259,131.94269269242426,38.9161855,44.54590227995,5.629716779950002,11.095388889535542,409.2313976914003,398.1360088018647,-77.42981505025179,-174.31723979736904,-15.632947774656259,158.68429202271278,90,53.24371658323815,1.1194930128859681,99.63355799989723,-9.633557999897235,41.4887379855,90.26004558504974,6.565208789004274,0.025294880376896093,4,0.03278688524590164,0.49967808821005294,0.5533936658066888,12.135586027773087
